fiscal_year,naics4,category,dollars,actions
2023,3162,small_business,100015378.92,877
2023,3162,sdb,1485399.34,231
2023,3162,eight_a,50114.24,6
2023,3162,wosb,3253977.66,202
2023,3162,edwosb,606423.07,164
2023,3162,hubzone,152763.68,5
2023,3162,sdvosb,752256.92,28
2023,3162,vosb,1289933.19,52
2023,3162,woman_owned,10721794.87,238
2023,3169,all,13503761.73,736
2023,3169,small_business,11438178.10,651
2023,3169,sdb,1897746.18,148
2023,3169,eight_a,616862.73,10
2023,3169,wosb,433269.79,87
2023,3169,edwosb,25602.71,3
2023,3169,hubzone,-1059.04,26
2023,3169,sdvosb,4656073.96,218
2023,3169,vosb,7798268.88,317
2023,3169,woman_owned,457200.75,98
2023,3211,all,5075739.72,388
2023,3211,small_business,4756330.37,347
2023,3211,sdb,581200.34,90
2023,3211,wosb,842480.71,52
2023,3211,edwosb,129279.27,25
2023,3211,hubzone,-89267.82,7
2023,3211,sdvosb,331925.45,12
2023,3211,vosb,552736.52,39
2023,3211,woman_owned,852912.43,53
2023,3212,all,29715896.24,1405
2023,3212,small_business,29198359.46,1391
2023,3212,sdb,333034.12,27
2023,3212,wosb,1572940.45,122
2023,3212,edwosb,737329.42,48
2023,3212,sdvosb,7725585.58,327
2023,3212,vosb,9989612.48,488
2023,3212,woman_owned,7395117.41,557
2023,3219,all,199807072.76,14646
2023,3219,small_business,162072665.12,2064
2023,3219,sdb,47115732.18,588
2023,3219,eight_a,22852374.40,67
2023,3219,wosb,29207997.48,194
2023,3219,edwosb,25739436.32,87
2023,3219,hubzone,10769944.90,53
2023,3219,sdvosb,59525906.14,444
2023,3219,vosb,61027915.46,505
2023,3219,woman_owned,29284806.97,203
2023,3221,all,135731744.84,40341
2023,3221,small_business,19364946.14,40215
2023,3221,sdb,2622847.00,423
2023,3221,eight_a,188749.59,145
2023,3221,wosb,15104453.74,39283
2023,3221,edwosb,14946555.59,39157
2023,3221,hubzone,160449.63,13
2023,3221,sdvosb,635942.12,94
2023,3221,vosb,834910.22,112
2023,3221,woman_owned,15634756.98,39945
2023,3222,all,211842007.55,117902
2023,3222,small_business,143707595.42,117227
2023,3222,sdb,22226994.42,10129
2023,3222,eight_a,6536219.18,394
2023,3222,wosb,16441781.42,9716
2023,3222,edwosb,7846122.86,809
2023,3222,hubzone,1853606.01,269
2023,3222,sdvosb,11206395.76,3174
2023,3222,vosb,20628181.38,4181
2023,3222,woman_owned,17129017.34,10136
2023,3231,all,45556934.78,10210
2023,3231,small_business,25290023.73,3128
2023,3231,sdb,6986939.94,372
2023,3231,eight_a,5106685.31,24
2023,3231,wosb,4692549.37,1137
2023,3231,edwosb,3505524.63,387
2023,3231,hubzone,8250.48,11
2023,3231,sdvosb,188367.43,48
2023,3231,vosb,1515217.76,314
2023,3231,woman_owned,9727803.38,1323
2023,3241,all,12912075460.42,388603
2023,3241,small_business,2650727449.94,264235
2023,3241,sdb,952048144.76,165826
2023,3241,eight_a,16878536.14,2308
2023,3241,wosb,57049653.84,6949
2023,3241,edwosb,6882063.61,167
2023,3241,hubzone,740737724.39,1939
2023,3241,sdvosb,30491344.72,1856
2023,3241,vosb,172838260.85,25364
2023,3241,woman_owned,75241067.07,8937
2023,3251,all,680495624.63,10048
2023,3251,small_business,120385065.88,3163
2023,3251,sdb,26563327.18,976
2023,3251,eight_a,1410294.38,62
2023,3251,wosb,16143002.57,523
2023,3251,edwosb,1538831.98,106
2023,3251,hubzone,12623679.33,519
2023,3251,sdvosb,22413634.89,851
2023,3251,vosb,26172360.81,1053
2023,3251,woman_owned,18908866.94,605
2023,3252,all,39113477.91,802
2023,3252,small_business,9884424.49,641
2023,3252,sdb,3481178.78,263
2023,3252,eight_a,537949.67,19
2023,3252,wosb,1087206.12,212
2023,3252,edwosb,440966.05,57
2023,3252,hubzone,100756.22,19
2023,3252,sdvosb,695630.27,20
2023,3252,vosb,863888.35,40
2023,3252,woman_owned,1169524.51,218
2023,3253,all,21661933.68,966
2023,3253,small_business,19747646.27,860
2023,3253,sdb,1069071.42,84
2023,3253,eight_a,37207.69,4
2023,3253,wosb,1054117.63,164
2023,3253,edwosb,44229.72,12
2023,3253,hubzone,65010.00,4
2023,3253,sdvosb,2938726.07,130
2023,3253,vosb,3032566.07,132
2023,3253,woman_owned,8338804.14,538
2023,3254,all,23310597407.89,199797
2023,3254,small_business,1535033132.49,28551
2023,3254,sdb,1022140078.85,1825
2023,3254,eight_a,3717574.60,343
2023,3254,wosb,173153923.27,20522
2023,3254,edwosb,86986355.08,60
2023,3254,hubzone,1807729.88,21
2023,3254,sdvosb,29250602.13,1625
2023,3254,vosb,30773079.38,3006
2023,3254,woman_owned,172474763.19,20694
2023,3255,all,109263969.92,44316
2023,3255,small_business,58671205.94,27648
2023,3255,sdb,35296285.27,16500
2023,3255,eight_a,18278318.56,11442
2023,3255,wosb,17085203.37,6263
2023,3255,edwosb,1295072.92,44
2023,3255,hubzone,191655.80,95
2023,3255,sdvosb,2693496.11,78
2023,3255,vosb,6800202.36,890
2023,3255,woman_owned,17315396.85,6295
2023,3256,all,22894382.77,23239
2023,3256,small_business,16580977.19,21366
2023,3256,sdb,4775828.48,1144
2023,3256,eight_a,271145.74,9
2023,3256,wosb,4753934.94,3033
2023,3256,edwosb,1736582.95,139
2023,3256,hubzone,184841.86,23
2023,3256,sdvosb,2130018.03,239
2023,3256,vosb,2136499.51,349
2023,3256,woman_owned,5373565.64,3337
2023,3259,all,1431160621.33,19504
2023,3259,small_business,284654953.47,16494
2023,3259,sdb,23803854.45,1437
2023,3259,eight_a,4771715.01,502
2023,3259,wosb,53269817.18,774
2023,3259,edwosb,1956047.13,194
2023,3259,hubzone,41466253.01,515
2023,3259,sdvosb,18553145.75,8176
2023,3259,vosb,47436537.78,9483
2023,3259,woman_owned,57474676.46,1167
2023,3261,all,153676019.89,22399
2023,3261,small_business,111836841.88,20886
2023,3261,sdb,25056671.97,4980
2023,3261,eight_a,4462513.48,944
2023,3261,wosb,30850056.60,8056
2023,3261,edwosb,5326623.11,318
2023,3261,hubzone,6404099.54,2427
2023,3261,sdvosb,20657197.20,363
2023,3261,vosb,30456210.41,699
2023,3261,woman_owned,33187233.79,10204
2023,3262,all,220379241.71,9860
2023,3262,small_business,68747455.78,6582
2023,3262,sdb,18654046.25,1562
2023,3262,eight_a,1166517.88,51
2023,3262,wosb,7075195.04,947
2023,3262,edwosb,3202865.97,286
2023,3262,hubzone,4508445.64,121
2023,3262,sdvosb,3885964.88,183
2023,3262,vosb,6016164.37,370
2023,3262,woman_owned,7467054.53,1042
2023,3271,all,3490641.89,678
2023,3271,small_business,2704579.10,604
2023,3271,sdb,1430143.92,446
2023,3271,eight_a,837596.63,23
2023,3271,wosb,254687.74,25
2023,3271,edwosb,85806.07,8
2023,3271,hubzone,85838.65,11
2023,3271,sdvosb,84740.10,10
2023,3271,vosb,948674.87,34
2023,3271,woman_owned,254211.96,29
2023,3272,all,6597812.47,271
2023,3272,small_business,4991589.01,193
2023,3272,sdb,665508.12,50
2023,3272,eight_a,13400.00,1
2023,3272,wosb,576056.60,37
2023,3272,edwosb,75862.40,6
2023,3272,hubzone,41048.27,4
2023,3272,sdvosb,79857.60,16
2023,3272,vosb,315639.95,28
2023,3272,woman_owned,613565.53,45
2023,3273,all,65830773.97,464
2023,3273,small_business,60722815.81,313
2023,3273,sdb,28476094.12,73
2023,3273,eight_a,1114314.71,5
2023,3273,wosb,11559886.20,76
2023,3273,edwosb,1626843.02,42
2023,3273,hubzone,25531329.35,20
2023,3273,sdvosb,1494476.41,15
2023,3273,vosb,13677341.11,27
2023,3273,woman_owned,12953925.69,94
2023,3274,all,748007.85,37
2023,3274,small_business,705348.51,27
2023,3274,sdb,523379.81,3
2023,3274,eight_a,436348.00,1
2023,3274,wosb,520211.56,2
2023,3274,edwosb,436348.00,1
2023,3274,sdvosb,3168.25,1
2023,3274,vosb,3168.25,1
2023,3274,woman_owned,520211.56,2
2023,3279,all,91254713.07,2219
2023,3279,small_business,82895592.89,1965
2023,3279,sdb,29964803.30,603
2023,3279,eight_a,206041.35,9
2023,3279,wosb,8366740.14,577
2023,3279,edwosb,1490385.18,244
2023,3279,hubzone,635037.62,30
2023,3279,sdvosb,37298599.10,122
2023,3279,vosb,38872179.23,212
2023,3279,woman_owned,9179258.25,603
2023,3311,all,43807148.11,1271
2023,3311,small_business,43462268.53,1234
2023,3311,sdb,17704789.14,383
2023,3311,eight_a,1074832.48,18
2023,3311,wosb,1973400.40,182
2023,3311,edwosb,915127.61,63
2023,3311,hubzone,1520322.45,204
2023,3311,sdvosb,3333731.80,177
2023,3311,vosb,14458315.18,197
2023,3311,woman_owned,2014607.84,184
2023,3312,all,38047224.78,5780
2023,3312,small_business,24484583.76,5526
2023,3312,sdb,7479498.47,598
2023,3312,eight_a,2358112.27,102
2023,3312,wosb,5330901.47,883
2023,3312,edwosb,3944227.34,211
2023,3312,hubzone,4295099.35,927
2023,3312,sdvosb,3466257.62,349
2023,3312,vosb,4631084.28,452
2023,3312,woman_owned,5411253.09,900
2023,3313,all,32058283.77,3603
2023,3313,small_business,17222186.51,3312
2023,3313,sdb,2530162.12,2233
2023,3313,eight_a,119140.30,5
2023,3313,wosb,1115540.10,198
2023,3313,edwosb,250866.06,25
2023,3313,hubzone,3688746.95,108
2023,3313,sdvosb,1493431.62,113
2023,3313,vosb,2064228.42,194
2023,3313,woman_owned,1520947.08,246
2023,3314,all,3631716285.80,3392
2023,3314,small_business,1008093558.86,2459
2023,3314,sdb,5864825.02,540
2023,3314,eight_a,1157405.96,43
2023,3314,wosb,3059070.54,259
2023,3314,edwosb,1381027.38,113
2023,3314,hubzone,11329584.96,499
2023,3314,sdvosb,8170304.59,379
2023,3314,vosb,8371233.74,500
2023,3314,woman_owned,3684327.17,328
2023,3315,all,28402485.52,503
2023,3315,small_business,2584370.70,417
2023,3315,sdb,108857.74,43
2023,3315,wosb,444449.02,51
2023,3315,edwosb,14705.91,9
2023,3315,hubzone,150639.74,7
2023,3315,sdvosb,45568.18,23
2023,3315,vosb,143757.28,122
2023,3315,woman_owned,670173.18,76
2023,3321,all,61904190.66,9099
2023,3321,small_business,34723419.20,7707
2023,3321,sdb,10979290.55,1761
2023,3321,eight_a,539158.47,89
2023,3321,wosb,5503622.28,3002
2023,3321,edwosb,1157603.92,266
2023,3321,hubzone,4503000.96,874
2023,3321,sdvosb,3364031.56,732
2023,3321,vosb,4039486.45,898
2023,3321,woman_owned,5929207.72,3101
2023,3322,all,141502441.45,72612
2023,3322,small_business,67833613.44,49712
2023,3322,sdb,19577527.92,3867
2023,3322,eight_a,1982873.18,175
2023,3322,wosb,11919870.96,20936
2023,3322,edwosb,1673578.81,514
2023,3322,hubzone,1337726.35,220
2023,3322,sdvosb,5812329.83,263
2023,3322,vosb,7243613.54,714
2023,3322,woman_owned,12683466.22,21224
2023,3323,all,410328037.07,117889
2023,3323,small_business,309923265.42,51237
2023,3323,sdb,63165087.26,851
2023,3323,eight_a,61055027.54,150
2023,3323,wosb,19807410.09,556
2023,3323,edwosb,4814060.40,130
2023,3323,hubzone,12990180.25,157
2023,3323,sdvosb,15339858.66,470
2023,3323,vosb,64951368.83,658
2023,3323,woman_owned,23175272.73,795
2023,3324,all,1862496762.20,4429
2023,3324,small_business,298673243.43,3150
2023,3324,sdb,21024124.47,502
2023,3324,eight_a,3411060.61,28
2023,3324,wosb,11484024.44,674
2023,3324,edwosb,4548304.07,84
2023,3324,hubzone,19916839.46,175
2023,3324,sdvosb,9100151.49,164
2023,3324,vosb,18381487.46,307
2023,3324,woman_owned,12706873.73,708
2023,3325,all,553020301.30,143296
2023,3325,small_business,286675218.28,113681
2023,3325,sdb,52734588.41,9895
2023,3325,eight_a,10916729.74,245
2023,3325,wosb,35457597.41,6961
2023,3325,edwosb,9020163.17,955
2023,3325,hubzone,17495547.01,1701
2023,3325,sdvosb,39740980.48,3081
2023,3325,vosb,66086993.41,6574
2023,3325,woman_owned,49650285.47,16477
2023,3326,all,72251030.69,8867
2023,3326,small_business,40238036.61,6148
2023,3326,sdb,7151938.68,1018
2023,3326,eight_a,459827.70,17
2023,3326,wosb,9690676.95,1342
2023,3326,edwosb,723904.17,195
2023,3326,hubzone,3760511.82,406
2023,3326,sdvosb,3458883.46,303
2023,3326,vosb,6536440.46,595
2023,3326,woman_owned,10234456.47,1498
2023,3327,all,430983750.37,96795
2023,3327,small_business,287169535.27,66035
2023,3327,sdb,50250686.98,8295
2023,3327,eight_a,5791867.47,144
2023,3327,wosb,48266671.47,9313
2023,3327,edwosb,11515862.96,1179
2023,3327,hubzone,11394502.77,2315
2023,3327,sdvosb,16368774.09,2053
2023,3327,vosb,22767391.82,4060
2023,3327,woman_owned,50153301.69,10116
2023,3328,all,16856969.82,598
2023,3328,small_business,9558566.51,455
2023,3328,sdb,1496307.85,64
2023,3328,eight_a,164365.44,6
2023,3328,wosb,3594757.39,51
2023,3328,edwosb,358329.50,17
2023,3328,hubzone,989025.42,23
2023,3328,sdvosb,439463.47,13
2023,3328,vosb,656795.40,144
2023,3328,woman_owned,3707607.64,74
2023,3329,all,11466972390.28,101191
2023,3329,small_business,2712016008.27,52871
2023,3329,sdb,980050530.63,8773
2023,3329,eight_a,20948886.46,363
2023,3329,wosb,182147024.78,7174
2023,3329,edwosb,27548403.49,2087
2023,3329,hubzone,34673448.11,1683
2023,3329,sdvosb,68274019.07,3626
2023,3329,vosb,983956010.39,7834
2023,3329,woman_owned,205047343.18,8582
2023,3331,all,691522553.54,12781
2023,3331,small_business,226033409.62,10951
2023,3331,sdb,50517746.55,8759
2023,3331,eight_a,1050440.83,21
2023,3331,wosb,25184427.49,275
2023,3331,edwosb,3444000.58,81
2023,3331,hubzone,21202047.85,303
2023,3331,sdvosb,29115839.88,415
2023,3331,vosb,30593551.82,472
2023,3331,woman_owned,25803182.52,314
2023,3332,all,310517962.67,10620
2023,3332,small_business,170737775.05,8210
2023,3332,sdb,79531442.04,1677
2023,3332,eight_a,37696120.16,107
2023,3332,wosb,33607480.20,1785
2023,3332,edwosb,19745701.14,555
2023,3332,hubzone,35593899.81,92
2023,3332,sdvosb,14728349.25,361
2023,3332,vosb,21305511.49,1589
2023,3332,woman_owned,34249774.39,1947
2023,3333,all,1611905368.19,48191
2023,3333,small_business,424980354.52,41200
2023,3333,sdb,56854438.16,1795
2023,3333,eight_a,15705505.67,458
2023,3333,wosb,41036215.57,1328
2023,3333,edwosb,20845688.46,582
2023,3333,hubzone,4516047.96,382
2023,3333,sdvosb,30167268.05,517
2023,3333,vosb,38114032.38,893
2023,3333,woman_owned,42967102.96,2136
2023,3334,all,426547228.80,8204
2023,3334,small_business,266940212.00,6183
2023,3334,sdb,51034220.67,1299
2023,3334,eight_a,9744738.70,107
2023,3334,wosb,21662573.69,829
2023,3334,edwosb,8033183.12,278
2023,3334,hubzone,4123519.10,132
2023,3334,sdvosb,26714104.15,493
2023,3334,vosb,32864614.59,745
2023,3334,woman_owned,23828678.40,937
2023,3335,all,305494896.73,10536
2023,3335,small_business,152070195.58,9768
2023,3335,sdb,54345728.55,628
2023,3335,eight_a,6515040.45,24
2023,3335,wosb,52815387.50,679
2023,3335,edwosb,2076163.66,115
2023,3335,hubzone,3899105.02,66
2023,3335,sdvosb,3166262.51,96
2023,3335,vosb,14294368.92,200
2023,3335,woman_owned,57427930.01,923
2023,3336,all,1197461270.81,68499
2023,3336,small_business,273729340.66,63020
2023,3336,sdb,53133321.51,1880
2023,3336,eight_a,3825019.06,42
2023,3336,wosb,51254145.44,1628
2023,3336,edwosb,2795904.27,364
2023,3336,hubzone,6987034.21,285
2023,3336,sdvosb,28312875.93,955
2023,3336,vosb,39103878.35,1892
2023,3336,woman_owned,52562432.03,1973
2023,3339,all,1369525259.24,51506
2023,3339,small_business,762976031.15,44759
2023,3339,sdb,183078826.16,3612
2023,3339,eight_a,43878132.80,185
2023,3339,wosb,74013066.26,3573
2023,3339,edwosb,26539259.84,840
2023,3339,hubzone,30649659.44,547
2023,3339,sdvosb,79281564.46,1590
2023,3339,vosb,128287799.34,2632
2023,3339,woman_owned,86310716.04,3988
2023,3341,all,3998960809.73,42231
2023,3341,small_business,1751910843.43,33659
2023,3341,sdb,647995028.67,22722
2023,3341,eight_a,180781415.86,543
2023,3341,wosb,648289860.56,9117
2023,3341,edwosb,243555636.88,1595
2023,3341,hubzone,200755355.54,1757
2023,3341,sdvosb,272626320.92,1484
2023,3341,vosb,351099496.85,2790
2023,3341,woman_owned,714463577.30,10278
2023,3342,all,6782314668.25,21458
2023,3342,small_business,1223751915.45,12095
2023,3342,sdb,363653035.20,3272
2023,3342,eight_a,175549378.03,420
2023,3342,wosb,144404104.92,2870
2023,3342,edwosb,27331159.32,1496
2023,3342,hubzone,128067058.66,1372
2023,3342,sdvosb,172850234.93,703
2023,3342,vosb,206757979.42,1403
2023,3342,woman_owned,265608994.36,3121
2023,3343,all,179521702.57,2862
2023,3343,small_business,106083754.07,2302
2023,3343,sdb,36616949.42,948
2023,3343,eight_a,15424625.83,181
2023,3343,wosb,11881301.10,538
2023,3343,edwosb,5257237.04,276
2023,3343,hubzone,3734342.26,193
2023,3343,sdvosb,17084702.46,269
2023,3343,vosb,27985846.67,521
2023,3343,woman_owned,19665256.26,587
2023,3344,all,2236583228.33,48118
2023,3344,small_business,618117770.84,35076
2023,3344,sdb,119523454.43,8771
2023,3344,eight_a,27902975.16,676
2023,3344,wosb,86190025.53,7174
2023,3344,edwosb,21143545.12,1733
2023,3344,hubzone,21537418.59,1794
2023,3344,sdvosb,43832158.62,2321
2023,3344,vosb,84986869.50,4687
2023,3344,woman_owned,93343480.98,8078
2023,3345,all,21361140501.66,66614
2023,3345,small_business,2128322424.10,31717
2023,3345,sdb,406720377.50,5201
2023,3345,eight_a,118572767.36,306
2023,3345,wosb,197249751.24,4188
2023,3345,edwosb,38355779.59,899
2023,3345,hubzone,71261613.98,698
2023,3345,sdvosb,239113956.04,2888
2023,3345,vosb,382394062.96,5400
2023,3345,woman_owned,354848242.84,5524
2023,3346,all,87213051.76,1590
2023,3346,small_business,11711177.93,976
2023,3346,sdb,3458781.48,289
2023,3346,eight_a,346513.29,10
2023,3346,wosb,3884020.95,528
2023,3346,edwosb,1426901.84,136
2023,3346,hubzone,390178.69,17
2023,3346,sdvosb,851981.52,40
2023,3346,vosb,1333633.70,70
2023,3346,woman_owned,3984125.81,538
2023,3351,all,98132074.05,7439
2023,3351,small_business,73036684.83,4680
2023,3351,sdb,10181111.14,582
2023,3351,eight_a,3680786.56,80
2023,3351,wosb,12693513.34,1279
2023,3351,edwosb,3385554.87,87
2023,3351,hubzone,5158554.95,207
2023,3351,sdvosb,9721158.90,225
2023,3351,vosb,11145029.60,411
2023,3351,woman_owned,12914805.20,1333
2023,3352,all,25374535.15,1538
2023,3352,small_business,15663626.48,1061
2023,3352,sdb,3837804.78,177
2023,3352,eight_a,729892.68,53
2023,3352,wosb,8709926.17,323
2023,3352,edwosb,7625505.89,108
2023,3352,hubzone,629786.53,145
2023,3352,sdvosb,2050633.45,30
2023,3352,vosb,2500208.72,42
2023,3352,woman_owned,8857011.79,404
2023,3353,all,1021405661.64,16720
2023,3353,small_business,477237772.89,12239
2023,3353,sdb,67646124.55,2627
2023,3353,eight_a,9592262.81,120
2023,3353,wosb,59123339.84,2510
2023,3353,edwosb,10346265.58,471
2023,3353,hubzone,13459477.38,363
2023,3353,sdvosb,14379439.99,859
2023,3353,vosb,64131439.82,1616
2023,3353,woman_owned,62139943.31,2863
2023,3359,all,939004082.85,83576
2023,3359,small_business,443778664.30,33958
2023,3359,sdb,84237286.84,8216
2023,3359,eight_a,17264896.46,311
2023,3359,wosb,69983069.97,8096
2023,3359,edwosb,21197761.29,3750
2023,3359,hubzone,14906517.81,1383
2023,3359,sdvosb,96817532.02,1484
2023,3359,vosb,107185883.08,3463
2023,3359,woman_owned,74569636.22,8668
2023,3361,all,2344719492.73,29144
2023,3361,small_business,993054484.86,13967
2023,3361,sdb,82967650.96,352
2023,3361,eight_a,79688982.75,109
2023,3361,wosb,14816222.54,245
2023,3361,edwosb,652101.87,23
2023,3361,hubzone,84125763.45,908
2023,3361,sdvosb,567151377.56,9945
2023,3361,vosb,586869264.08,10103
2023,3361,woman_owned,20220872.10,472
2023,3362,all,2025909213.84,6039
2023,3362,small_business,313323827.40,3084
2023,3362,sdb,39430425.56,549
2023,3362,eight_a,1054936.93,36
2023,3362,wosb,6767628.99,234
2023,3362,edwosb,1786417.84,71
2023,3362,hubzone,13754121.26,139
2023,3362,sdvosb,11538821.72,327
2023,3362,vosb,15643863.98,432
2023,3362,woman_owned,8274335.83,306
2023,3363,all,653073760.90,28878
2023,3363,small_business,279080328.92,22255
2023,3363,sdb,40772160.90,2769
2023,3363,eight_a,6081519.50,247
2023,3363,wosb,28802546.82,2168
2023,3363,edwosb,10743190.97,593
2023,3363,hubzone,13315093.05,772
2023,3363,sdvosb,23247835.19,1250
2023,3363,vosb,35800077.43,3299
2023,3363,woman_owned,31580730.59,2512
2023,3364,all,120969122399.65,155327
2023,3364,small_business,3234917173.41,58948
2023,3364,sdb,1005533871.53,8396
2023,3364,eight_a,128013773.33,1282
2023,3364,wosb,232034951.31,8238
2023,3364,edwosb,-3500991.91,2457
2023,3364,hubzone,118472866.37,2405
2023,3364,sdvosb,273843004.01,3351
2023,3364,vosb,455112839.91,8353
2023,3364,woman_owned,350343440.97,9478
2023,3365,all,9195231.04,43
2023,3365,small_business,4973029.88,26
2023,3365,sdb,971751.91,10
2023,3365,wosb,80898.60,4
2023,3365,edwosb,0.00,2
2023,3365,sdvosb,37848.00,1
2023,3365,vosb,72068.00,2
2023,3365,woman_owned,80898.60,4
2023,3366,all,27296867829.72,23558
2023,3366,small_business,2958922923.70,10848
2023,3366,sdb,268220166.37,1587
2023,3366,eight_a,112997829.33,350
2023,3366,wosb,24539674.35,744
2023,3366,edwosb,5997676.07,142
2023,3366,hubzone,118484417.57,536
2023,3366,sdvosb,76400398.56,518
2023,3366,vosb,150308850.32,1268
2023,3366,woman_owned,103836967.18,950
2023,3369,all,8124778907.30,6196
2023,3369,small_business,293273908.74,3377
2023,3369,sdb,143214584.76,569
2023,3369,eight_a,9084397.84,51
2023,3369,wosb,17641986.86,487
2023,3369,edwosb,3272809.86,114
2023,3369,hubzone,9462634.44,224
2023,3369,sdvosb,8798080.69,235
2023,3369,vosb,17061644.39,337
2023,3369,woman_owned,19998594.50,635
2023,3371,all,420409196.55,5611
2023,3371,small_business,282120167.72,3423
2023,3371,sdb,123707147.11,1411
2023,3371,eight_a,66996871.01,321
2023,3371,wosb,33536384.54,502
2023,3371,edwosb,9161806.54,48
2023,3371,hubzone,9292519.83,158
2023,3371,sdvosb,60478690.96,362
2023,3371,vosb,70509219.79,487
2023,3371,woman_owned,45801098.98,686
2023,3372,all,798818852.97,57200
2023,3372,small_business,523338279.28,28613
2023,3372,sdb,163263279.92,3046
2023,3372,eight_a,73654427.44,9858
2023,3372,wosb,78496627.58,4813
2023,3372,edwosb,23441613.24,719
2023,3372,hubzone,34525068.31,608
2023,3372,sdvosb,174273323.66,2501
2023,3372,vosb,196883378.25,3305
2023,3372,woman_owned,127387281.40,14273
2023,3379,all,16710061.21,500
2023,3379,small_business,6843814.28,225
2023,3379,sdb,2700837.50,106
2023,3379,eight_a,123096.36,1
2023,3379,wosb,1293750.96,24
2023,3379,edwosb,49948.97,3
2023,3379,hubzone,267642.41,5
2023,3379,sdvosb,1136150.88,28
2023,3379,vosb,1158692.88,31
2023,3379,woman_owned,1340940.96,25
2023,3391,all,3258475801.64,62260
2023,3391,small_business,1312400923.66,34343
2023,3391,sdb,538716299.97,8698
2023,3391,eight_a,8250919.27,171
2023,3391,wosb,495687053.17,5045
2023,3391,edwosb,276414347.79,1287
2023,3391,hubzone,199564897.13,1029
2023,3391,sdvosb,839929719.59,10027
2023,3391,vosb,855221843.98,11129
2023,3391,woman_owned,503672735.96,5370
2023,3399,all,4228047575.02,224972
2023,3399,small_business,3834558627.66,165311
2023,3399,sdb,166334599.22,30084
2023,3399,eight_a,53261686.49,6885
2023,3399,wosb,77486004.08,31792
2023,3399,edwosb,22161728.56,6531
2023,3399,hubzone,29053377.16,3247
2023,3399,sdvosb,108869735.02,7873
2023,3399,vosb,172812534.49,25248
2023,3399,woman_owned,84234352.62,35959
2023,4212,all,0.00,1
2023,4212,small_business,0.00,1
2023,4214,all,0.00,2
2023,4214,small_business,0.00,2
2023,4214,woman_owned,0.00,1
2023,4227,all,4761.00,3
2023,4227,hubzone,4761.00,3
2023,4231,all,35782371.31,559
2023,4231,small_business,21173690.31,171
2023,4231,sdb,1005214.01,63
2023,4231,eight_a,326922.56,2
2023,4231,wosb,1030993.61,32
2023,4231,edwosb,26345.41,2
2023,4231,hubzone,187891.00,6
2023,4231,sdvosb,147165.40,14
2023,4231,vosb,147773.15,17
2023,4231,woman_owned,1286795.74,38
2023,4232,all,8517433.67,293
2023,4232,small_business,1798869.68,47
2023,4232,sdb,578372.08,21
2023,4232,eight_a,282692.61,4
2023,4232,wosb,524856.68,21
2023,4232,edwosb,26963.76,2
2023,4232,hubzone,11922.84,3
2023,4232,sdvosb,75583.35,3
2023,4232,vosb,261763.81,9
2023,4232,woman_owned,714940.69,32
2023,4233,all,64120673.16,1908
2023,4233,small_business,5412012.99,743
2023,4233,sdb,26135.06,15
2023,4233,wosb,129404.49,92
2023,4233,edwosb,-23386.00,1
2023,4233,sdvosb,-65481.35,1
2023,4233,vosb,-69872.43,2
2023,4233,woman_owned,384598.14,101
2023,4234,all,1950167947.28,722364
2023,4234,small_business,496144729.33,108099
2023,4234,sdb,96310103.85,34130
2023,4234,eight_a,7260727.23,340
2023,4234,wosb,56270318.55,26751
2023,4234,edwosb,7295616.39,695
2023,4234,hubzone,8305347.88,4919
2023,4234,sdvosb,220086199.60,22496
2023,4234,vosb,232636932.45,25159
2023,4234,woman_owned,66986279.28,27839
2023,4235,all,1038880.67,104
2023,4235,small_business,834911.18,82
2023,4235,sdb,386737.18,46
2023,4235,eight_a,81411.08,3
2023,4235,wosb,437547.32,42
2023,4235,hubzone,23600.00,2
2023,4235,sdvosb,72191.86,4
2023,4235,vosb,72206.86,5
2023,4235,woman_owned,437547.32,42
2023,4236,all,460660145.57,31650
2023,4236,small_business,392873474.44,24793
2023,4236,sdb,84799684.96,7449
2023,4236,eight_a,81258548.52,7319
2023,4236,wosb,6638831.21,1385
2023,4236,edwosb,2780261.54,63
2023,4236,hubzone,451116.14,20
2023,4236,sdvosb,738024.68,28
2023,4236,vosb,1525373.71,48
2023,4236,woman_owned,7068374.16,1417
2023,4237,all,47168543.93,90451
2023,4237,small_business,44336351.56,90008
2023,4237,sdb,987172.02,529
2023,4237,eight_a,-59456.31,5
2023,4237,wosb,459795.85,105
2023,4237,edwosb,75420.34,9
2023,4237,hubzone,433.62,2
2023,4237,sdvosb,113522.53,30
2023,4237,vosb,342975.26,57
2023,4237,woman_owned,654952.66,272
2023,4238,all,3202751478.08,187587
2023,4238,small_business,3132269781.15,32985
2023,4238,sdb,6621037.16,394
2023,4238,eight_a,1256603.17,157
2023,4238,wosb,3102197.60,354
2023,4238,edwosb,331004.92,17
2023,4238,hubzone,479503.19,28
2023,4238,sdvosb,2422594.46,1319
2023,4238,vosb,3239352.39,1391
2023,4238,woman_owned,5000161.34,511
2023,4239,all,406151558.48,493
2023,4239,small_business,13674523.48,319
2023,4239,sdb,8235210.87,55
2023,4239,eight_a,246769.13,11
2023,4239,wosb,749476.55,38
2023,4239,edwosb,538478.51,21
2023,4239,hubzone,61380.97,6
2023,4239,sdvosb,460894.31,19
2023,4239,vosb,546317.23,33
2023,4239,woman_owned,836104.45,47
