fiscal_year,naics4,category,dollars,actions
2024,5613,sdb,420201648.87,6506
2024,5613,eight_a,216091621.37,2231
2024,5613,wosb,98191485.45,3602
2024,5613,edwosb,63871098.15,2236
2024,5613,hubzone,30682767.08,836
2024,5613,sdvosb,245980560.90,2676
2024,5613,vosb,270005914.82,3050
2024,5613,woman_owned,125452021.18,4844
2024,5614,all,2116336137.52,7894
2024,5614,small_business,210741168.45,5254
2024,5614,sdb,111736235.01,2199
2024,5614,eight_a,66256536.60,626
2024,5614,wosb,70237085.25,2039
2024,5614,edwosb,34871779.35,547
2024,5614,hubzone,44050902.33,257
2024,5614,sdvosb,61502634.44,1323
2024,5614,vosb,64382232.56,1416
2024,5614,woman_owned,75108382.16,2344
2024,5615,all,473479654.13,1802
2024,5615,small_business,411745692.28,958
2024,5615,sdb,20186845.99,223
2024,5615,eight_a,15035161.39,92
2024,5615,wosb,18360886.39,239
2024,5615,edwosb,1875188.97,51
2024,5615,hubzone,13733635.55,43
2024,5615,sdvosb,362603782.09,266
2024,5615,vosb,368283756.94,491
2024,5615,woman_owned,19376575.66,296
2024,5616,all,7326713887.09,25083
2024,5616,small_business,2139433539.91,10075
2024,5616,sdb,1623499287.11,5841
2024,5616,eight_a,1068761291.34,2714
2024,5616,wosb,443888386.39,2384
2024,5616,edwosb,231635299.70,1365
2024,5616,hubzone,149300284.11,613
2024,5616,sdvosb,525562749.07,2370
2024,5616,vosb,817729743.13,3390
2024,5616,woman_owned,1112993789.71,4070
2024,5617,all,2716479428.56,23821
2024,5617,small_business,1138888577.28,15295
2024,5617,sdb,850974358.21,10244
2024,5617,eight_a,414216948.55,3222
2024,5617,wosb,244325760.54,3779
2024,5617,edwosb,152785145.53,2086
2024,5617,hubzone,188472576.02,1461
2024,5617,sdvosb,323374505.87,4043
2024,5617,vosb,369336850.89,4659
2024,5617,woman_owned,259201696.39,4231
2024,5619,all,2166890034.32,8939
2024,5619,small_business,389150535.12,4915
2024,5619,sdb,285709150.48,3014
2024,5619,eight_a,147240393.72,881
2024,5619,wosb,118946319.74,2110
2024,5619,edwosb,62786013.09,600
2024,5619,hubzone,32698449.53,320
2024,5619,sdvosb,84004598.18,996
2024,5619,vosb,100975389.44,1152
2024,5619,woman_owned,148223190.74,2363
2024,5621,all,871692751.85,7530
2024,5621,small_business,256100704.82,4600
2024,5621,sdb,161695565.94,2614
2024,5621,eight_a,47233001.57,437
2024,5621,wosb,54631007.03,739
2024,5621,edwosb,21157426.61,275
2024,5621,hubzone,47862202.85,675
2024,5621,sdvosb,54978011.84,1000
2024,5621,vosb,69373432.11,1193
2024,5621,woman_owned,55832492.65,815
2024,5622,all,2551077560.39,20170
2024,5622,small_business,145009208.73,9675
2024,5622,sdb,44338311.95,2858
2024,5622,eight_a,17522899.58,1390
2024,5622,wosb,54102972.94,3384
2024,5622,edwosb,15509948.44,1527
2024,5622,hubzone,6668413.36,352
2024,5622,sdvosb,14410208.92,500
2024,5622,vosb,17417984.54,636
2024,5622,woman_owned,55783348.99,3401
2024,5629,all,8006661989.33,16001
2024,5629,small_business,3652055508.28,12842
2024,5629,sdb,1680372975.95,5782
2024,5629,eight_a,751680176.82,1785
2024,5629,wosb,334402935.45,2068
2024,5629,edwosb,176088116.64,830
2024,5629,hubzone,77520725.76,512
2024,5629,sdvosb,67520766.73,1119
2024,5629,vosb,73441303.53,1399
2024,5629,woman_owned,345691187.67,2283
2024,6111,all,39497884.58,57
2024,6111,small_business,243843.21,7
2024,6111,sdb,-3856.79,1
2024,6111,wosb,243843.21,6
2024,6111,edwosb,231800.00,3
2024,6111,woman_owned,243843.21,6
2024,6112,all,7456256.99,148
2024,6112,small_business,302673.66,1
2024,6112,sdb,302673.66,1
2024,6112,eight_a,302673.66,1
2024,6112,wosb,302673.66,1
2024,6112,edwosb,302673.66,1
2024,6112,woman_owned,302673.66,1
2024,6113,all,678594016.21,5282
2024,6113,small_business,27107833.42,183
2024,6113,sdb,22380432.98,131
2024,6113,eight_a,9170979.53,46
2024,6113,wosb,11201278.73,27
2024,6113,edwosb,8158486.88,18
2024,6113,hubzone,0.00,7
2024,6113,sdvosb,8218983.13,65
2024,6113,vosb,8334655.13,79
2024,6113,woman_owned,11201278.73,27
2024,6114,all,1412998993.02,10679
2024,6114,small_business,696295286.77,6769
2024,6114,sdb,391624802.84,3040
2024,6114,eight_a,265050034.11,1147
2024,6114,wosb,208297833.97,2218
2024,6114,edwosb,97819610.94,1016
2024,6114,hubzone,36770914.96,229
2024,6114,sdvosb,152827428.97,1188
2024,6114,vosb,179085497.04,1757
2024,6114,woman_owned,226450144.35,2679
2024,6115,all,2185870033.18,4151
2024,6115,small_business,882611637.65,1894
2024,6115,sdb,562082813.04,1081
2024,6115,eight_a,239924642.80,364
2024,6115,wosb,68315450.64,280
2024,6115,edwosb,12629784.30,62
2024,6115,hubzone,211209442.05,329
2024,6115,sdvosb,306824081.60,527
2024,6115,vosb,463797298.38,840
2024,6115,woman_owned,68267002.45,306
2024,6116,all,362867508.19,2740
2024,6116,small_business,233042313.49,1715
2024,6116,sdb,94525791.45,732
2024,6116,eight_a,35972513.93,118
2024,6116,wosb,85367477.25,584
2024,6116,edwosb,18050388.64,244
2024,6116,hubzone,3651037.37,60
2024,6116,sdvosb,67600792.73,546
2024,6116,vosb,78703421.34,706
2024,6116,woman_owned,98533103.25,654
2024,6117,all,559196548.60,3348
2024,6117,small_business,271256159.75,1591
2024,6117,sdb,191983994.91,968
2024,6117,eight_a,69401594.61,363
2024,6117,wosb,140641415.41,656
2024,6117,edwosb,72435363.78,292
2024,6117,hubzone,49252141.04,104
2024,6117,sdvosb,76650257.57,452
2024,6117,vosb,82315326.29,516
2024,6117,woman_owned,143080870.42,727
2024,6211,all,5364122709.77,5159
2024,6211,small_business,844949418.54,3547
2024,6211,sdb,179527392.30,977
2024,6211,eight_a,101413200.13,227
2024,6211,wosb,29558940.08,694
2024,6211,edwosb,16225809.98,145
2024,6211,hubzone,10828619.91,76
2024,6211,sdvosb,51062477.68,441
2024,6211,vosb,1055742621.81,686
2024,6211,woman_owned,43011202.03,966
2024,6212,all,64586463.64,171
2024,6212,small_business,48232215.08,104
2024,6212,sdb,5172248.13,48
2024,6212,eight_a,5026220.81,46
2024,6212,wosb,41850423.49,43
2024,6212,edwosb,1489937.00,17
2024,6212,hubzone,80064.00,3
2024,6212,sdvosb,1326494.80,10
2024,6212,vosb,1326494.80,11
2024,6212,woman_owned,41951953.76,48
2024,6213,all,384292717.77,2464
2024,6213,small_business,234118527.26,2001
2024,6213,sdb,189332790.78,1262
2024,6213,eight_a,87583735.39,398
2024,6213,wosb,88810744.15,716
2024,6213,edwosb,68106074.25,293
2024,6213,hubzone,24956918.92,103
2024,6213,sdvosb,45716641.68,409
2024,6213,vosb,54846553.88,499
2024,6213,woman_owned,91551308.69,836
2024,6214,all,701240984.34,4349
2024,6214,small_business,131750655.71,2860
2024,6214,sdb,80310586.79,1275
2024,6214,eight_a,8649941.61,74
2024,6214,wosb,43614039.19,935
2024,6214,edwosb,34011435.35,366
2024,6214,hubzone,-20721.60,1
2024,6214,sdvosb,62563144.00,138
2024,6214,vosb,72071918.42,303
2024,6214,woman_owned,114810665.49,1361
2024,6215,all,479359286.61,5501
2024,6215,small_business,124141697.62,1254
2024,6215,sdb,75919140.00,459
2024,6215,eight_a,41531096.01,63
2024,6215,wosb,10695804.44,169
2024,6215,edwosb,8576960.72,67
2024,6215,hubzone,2219513.21,36
2024,6215,sdvosb,63345133.61,505
2024,6215,vosb,65586382.53,576
2024,6215,woman_owned,9103831.56,206
2024,6216,all,65278937.43,466
2024,6216,small_business,54641882.29,349
2024,6216,sdb,19720306.92,230
2024,6216,wosb,1805240.54,39
2024,6216,edwosb,499800.58,10
2024,6216,hubzone,305090.00,3
2024,6216,sdvosb,36816662.62,210
2024,6216,vosb,37408429.70,221
2024,6216,woman_owned,1936930.54,42
2024,6219,all,848957988.26,5269
2024,6219,small_business,451537255.65,3430
2024,6219,sdb,299903384.23,1992
2024,6219,eight_a,90474637.05,342
2024,6219,wosb,125860346.06,828
2024,6219,edwosb,69585558.58,448
2024,6219,hubzone,5600912.45,56
2024,6219,sdvosb,113203896.32,857
2024,6219,vosb,141850449.66,1068
2024,6219,woman_owned,268927471.92,906
2024,6221,all,1468908191.79,14674
2024,6221,small_business,711025311.67,4860
2024,6221,sdb,652790236.23,4307
2024,6221,eight_a,190540720.27,650
2024,6221,wosb,200381087.98,1469
2024,6221,edwosb,159098239.09,1201
2024,6221,hubzone,58631823.84,206
2024,6221,sdvosb,234601261.50,1204
2024,6221,vosb,242357118.05,1230
2024,6221,woman_owned,233180170.17,2496
2024,6222,all,602171.40,33
2024,6222,small_business,-1277533.24,10
2024,6222,sdb,-132259.66,9
2024,6222,eight_a,-82536.16,8
2024,6222,wosb,0.00,1
2024,6222,edwosb,0.00,1
2024,6222,sdvosb,119219.74,1
2024,6222,vosb,119219.74,1
2024,6222,woman_owned,0.00,1
2024,6223,all,1070655.23,27
2024,6223,small_business,-93283.06,4
2024,6223,sdb,4505.04,2
2024,6223,wosb,4505.04,2
2024,6223,woman_owned,4505.04,2
2024,6231,all,836799720.22,5364
2024,6231,small_business,462581523.18,3126
2024,6231,sdb,116525022.28,918
2024,6231,eight_a,883472.63,11
2024,6231,wosb,6807529.37,75
2024,6231,edwosb,-139771.89,4
2024,6231,sdvosb,-51353.28,2
2024,6231,vosb,676413.59,20
2024,6231,woman_owned,15412789.70,144
2024,6232,all,47190779.19,435
2024,6232,small_business,3707749.46,57
2024,6232,sdb,2378754.03,62
2024,6232,wosb,2136657.42,52
2024,6232,edwosb,639397.32,21
2024,6232,sdvosb,612342.71,10
2024,6232,vosb,1474015.03,23
2024,6232,woman_owned,3177296.04,88
2024,6233,all,1167057.29,8
2024,6233,small_business,1167057.29,8
2024,6233,sdb,1167057.29,8
2024,6233,eight_a,1167057.29,8
2024,6233,sdvosb,1167057.29,8
2024,6233,vosb,1167057.29,8
2024,6239,all,419610669.57,1762
2024,6239,small_business,27758686.32,139
2024,6239,sdb,11566178.67,46
2024,6239,wosb,2392443.50,6
2024,6239,edwosb,2354493.50,4
2024,6239,vosb,10084271.30,38
2024,6239,woman_owned,35372318.01,177
2024,6241,all,650958043.67,804
2024,6241,small_business,106377121.29,488
2024,6241,sdb,54729984.81,239
2024,6241,eight_a,49081595.77,108
2024,6241,wosb,36352291.52,165
2024,6241,edwosb,34263340.24,98
2024,6241,hubzone,1328517.87,25
2024,6241,sdvosb,14328323.92,115
2024,6241,vosb,24603375.41,136
2024,6241,woman_owned,37510757.52,203
2024,6242,all,379528490.81,1132
2024,6242,small_business,40570585.97,257
2024,6242,sdb,27787005.44,115
2024,6242,eight_a,1125423.25,11
2024,6242,wosb,19916874.69,81
2024,6242,edwosb,11978630.26,27
2024,6242,hubzone,3477713.50,9
2024,6242,sdvosb,8014006.06,63
2024,6242,vosb,59746607.66,102
2024,6242,woman_owned,29357305.82,111
2024,6243,all,170446302.73,369
2024,6243,small_business,64929972.78,254
2024,6243,sdb,14849546.04,113
2024,6243,eight_a,664726.70,3
2024,6243,wosb,59615.50,24
2024,6243,edwosb,39565.50,7
2024,6243,sdvosb,64806452.78,183
2024,6243,vosb,64809852.78,184
2024,6243,woman_owned,248217.82,51
2024,6244,all,14376391.19,74
2024,6244,small_business,13015753.54,60
2024,6244,sdb,12404023.43,45
2024,6244,eight_a,11928855.03,22
2024,6244,wosb,2355556.38,35
2024,6244,edwosb,2296164.58,24
2024,6244,hubzone,9769990.45,4
2024,6244,sdvosb,285983.89,9
2024,6244,vosb,827991.71,15
2024,6244,woman_owned,2434881.83,38
2024,7111,all,3972569.07,326
2024,7111,small_business,2646175.17,227
2024,7111,sdb,1085509.40,82
2024,7111,eight_a,81014.06,12
2024,7111,wosb,497159.62,48
2024,7111,edwosb,152798.16,13
2024,7111,sdvosb,418720.35,34
2024,7111,vosb,536194.35,44
2024,7111,woman_owned,721216.37,69
2024,7112,all,6131105.91,186
2024,7112,small_business,1680675.44,116
2024,7112,sdb,1374288.84,77
2024,7112,eight_a,-2470.20,2
2024,7112,wosb,641926.69,43
2024,7112,edwosb,169459.99,14
2024,7112,sdvosb,830505.42,62
2024,7112,vosb,1272825.42,85
2024,7112,woman_owned,640884.89,50
2024,7113,all,16746882.78,182
2024,7113,small_business,2596585.60,73
2024,7113,sdb,1886678.63,31
2024,7113,eight_a,300859.77,4
2024,7113,wosb,627647.05,17
2024,7113,edwosb,20641.77,2
2024,7113,hubzone,35171.19,1
2024,7113,sdvosb,1272734.70,10
2024,7113,vosb,2081282.45,34
2024,7113,woman_owned,1499277.54,28
2024,7114,all,218946.37,16
2024,7114,small_business,116937.50,7
2024,7114,sdb,52000.00,2
2024,7114,wosb,36000.00,2
2024,7114,vosb,37500.00,1
2024,7114,woman_owned,73500.00,3
2024,7115,all,63995002.18,2655
2024,7115,small_business,8488304.16,407
2024,7115,sdb,3071884.03,243
2024,7115,eight_a,131772.65,6
2024,7115,wosb,3423399.08,198
2024,7115,edwosb,93831.30,12
2024,7115,hubzone,189853.00,2
2024,7115,sdvosb,269949.00,11
2024,7115,vosb,425188.09,23
2024,7115,woman_owned,4024068.06,270
2024,7121,all,41280738.18,472
2024,7121,small_business,14333481.25,258
2024,7121,sdb,5748224.53,96
2024,7121,eight_a,1946383.19,13
2024,7121,wosb,5358592.42,112
2024,7121,edwosb,333303.88,22
2024,7121,hubzone,399132.78,8
2024,7121,sdvosb,436922.54,8
2024,7121,vosb,1221108.50,11
2024,7121,woman_owned,5944121.65,128
2024,7131,all,225688.99,4
2024,7131,small_business,195565.13,3
2024,7131,sdb,195565.13,3
2024,7131,wosb,47864.00,1
2024,7131,hubzone,147701.13,2
2024,7131,woman_owned,47864.00,1
2024,7132,all,24455.65,4
2024,7139,all,37556183.56,731
2024,7139,small_business,30396419.32,379
2024,7139,sdb,15153186.77,153
2024,7139,eight_a,195800.35,15
2024,7139,wosb,15466923.08,81
2024,7139,edwosb,12097093.15,45
2024,7139,hubzone,373075.72,4
2024,7139,sdvosb,819607.83,47
2024,7139,vosb,1488091.38,80
2024,7139,woman_owned,16168516.50,99
2024,7211,all,354454612.01,12032
2024,7211,small_business,185905003.43,4557
2024,7211,sdb,63357849.96,2292
2024,7211,eight_a,2168286.26,82
2024,7211,wosb,48777032.98,591
2024,7211,edwosb,3527682.54,206
2024,7211,hubzone,1425885.92,32
2024,7211,sdvosb,29411676.62,440
2024,7211,vosb,35060786.76,572
2024,7211,woman_owned,53491509.96,709
2024,7212,all,18771865.34,1042
2024,7212,small_business,9242603.78,630
2024,7212,sdb,3858388.51,250
2024,7212,eight_a,248641.04,1
2024,7212,wosb,1823849.74,145
2024,7212,edwosb,212883.30,15
2024,7212,hubzone,93338.98,2
2024,7212,sdvosb,1860465.08,24
2024,7212,vosb,3146540.39,99
2024,7212,woman_owned,2861117.62,241
2024,7213,all,952111.51,26
2024,7213,small_business,372590.00,2
2024,7213,sdb,372590.00,2
2024,7213,sdvosb,372590.00,2
2024,7213,vosb,372590.00,2
2024,7223,all,1299491864.43,4532
2024,7223,small_business,208162160.21,2520
2024,7223,sdb,86257768.24,1258
2024,7223,eight_a,23673391.53,248
2024,7223,wosb,64852899.05,1081
2024,7223,edwosb,15971168.03,459
2024,7223,hubzone,9258830.01,59
2024,7223,sdvosb,20645761.92,369
2024,7223,vosb,39557611.18,518
2024,7223,woman_owned,79189968.60,1194
2024,7225,all,1094809.64,44
2024,7225,small_business,905910.90,29
2024,7225,sdb,439304.48,11
2024,7225,eight_a,-2343.78,1
2024,7225,wosb,566469.72,9
2024,7225,edwosb,283996.12,7
2024,7225,sdvosb,5670.70,3
2024,7225,vosb,61006.82,8
2024,7225,woman_owned,566469.72,9
2024,8111,all,391901751.89,3744
2024,8111,small_business,63735837.14,2207
2024,8111,sdb,32431092.32,916
2024,8111,eight_a,6188344.72,30
2024,8111,wosb,14971925.77,292
2024,8111,edwosb,7831433.08,50
2024,8111,hubzone,724220.49,43
2024,8111,sdvosb,16055668.00,131
2024,8111,vosb,18141094.35,281
2024,8111,woman_owned,17460188.73,367
2024,8112,all,3064043082.79,21797
2024,8112,small_business,449875445.28,8386
2024,8112,sdb,222642036.07,2739
2024,8112,eight_a,104353802.04,351
2024,8112,wosb,82930858.37,1660
2024,8112,edwosb,60601538.58,1020
2024,8112,hubzone,10120596.50,104
2024,8112,sdvosb,60328586.56,1141
2024,8112,vosb,74993734.68,1433
2024,8112,woman_owned,141638724.16,2374
2024,8113,all,785359057.55,10044
2024,8113,small_business,272505248.58,5243
2024,8113,sdb,151258765.07,2248
2024,8113,eight_a,58744915.16,394
2024,8113,wosb,37778348.29,806
2024,8113,edwosb,17116921.50,240
2024,8113,hubzone,31485876.38,274
2024,8113,sdvosb,59853096.94,1129
2024,8113,vosb,81005260.33,1645
2024,8113,woman_owned,47414236.81,1039
2024,8114,all,40438332.77,1411
2024,8114,small_business,23443522.43,566
2024,8114,sdb,11644093.59,234
2024,8114,eight_a,4228116.86,72
2024,8114,wosb,6730477.05,127
2024,8114,edwosb,1046922.67,40
2024,8114,hubzone,-298792.30,18
2024,8114,sdvosb,6031928.74,127
2024,8114,vosb,8967640.27,174
2024,8114,woman_owned,7138906.83,149
2024,8121,all,802007.68,28
2024,8121,small_business,279150.88,16
2024,8121,sdb,259768.88,13
2024,8121,eight_a,278838.00,4
2024,8121,wosb,-75917.26,5
2024,8121,edwosb,-90884.68,2
2024,8121,sdvosb,79141.52,3
2024,8121,vosb,79141.52,3
2024,8121,woman_owned,-128076.99,10
2024,8122,all,15491302.13,497
2024,8122,small_business,14382163.84,433
2024,8122,sdb,4803609.37,201
2024,8122,eight_a,781165.63,20
2024,8122,wosb,1101302.11,60
2024,8122,edwosb,49791.00,7
2024,8122,hubzone,443796.34,12
2024,8122,sdvosb,6567065.66,176
2024,8122,vosb,6750176.16,180
2024,8122,woman_owned,1162490.11,72
2024,8123,all,158231863.87,2945
2024,8123,small_business,70701148.05,1646
2024,8123,sdb,32032120.78,860
2024,8123,eight_a,4722184.48,137
2024,8123,wosb,12562387.27,408
2024,8123,edwosb,7210981.79,151
2024,8123,hubzone,2377827.42,111
2024,8123,sdvosb,8011046.66,141
2024,8123,vosb,9828611.80,215
2024,8123,woman_owned,15716879.29,570
2024,8129,all,225398676.34,4000
2024,8129,small_business,51602547.83,845
2024,8129,sdb,22962571.82,508
2024,8129,eight_a,2146485.32,26
2024,8129,wosb,7522718.19,263
2024,8129,edwosb,970358.48,57
2024,8129,hubzone,1859315.71,9
2024,8129,sdvosb,32024862.40,176
2024,8129,vosb,32471271.23,200
2024,8129,woman_owned,9865755.05,388
2024,8131,all,14211532.89,852
2024,8131,small_business,9347221.85,553
2024,8131,sdb,5689376.52,211
2024,8131,eight_a,1787513.01,42
2024,8131,wosb,2771676.83,160
2024,8131,edwosb,1981960.12,93
2024,8131,hubzone,-117187.20,3
2024,8131,sdvosb,1671115.82,100
2024,8131,vosb,2824946.24,179
2024,8131,woman_owned,3020988.57,188
2024,8132,all,562847.11,50
2024,8132,small_business,66467.00,1
2024,8132,sdb,66465.04,2
2024,8132,woman_owned,-123369.85,7
2024,8133,all,56827535.53,527
2024,8133,small_business,3948471.36,59
2024,8133,sdb,1308583.92,24
2024,8133,eight_a,120915.96,2
2024,8133,wosb,221958.75,14
2024,8133,hubzone,-27697.25,2
2024,8133,sdvosb,25000.00,1
2024,8133,vosb,196932.16,4
2024,8133,woman_owned,235003.15,18
2024,8134,all,1461670.49,62
2024,8134,small_business,0.00,1
2024,8134,vosb,8988.00,1
2024,8134,woman_owned,185000.00,4
2024,8139,all,133542774.02,1621
2024,8139,small_business,7769435.85,124
2024,8139,sdb,5291797.70,61
2024,8139,eight_a,-114613.94,3
2024,8139,wosb,3964921.79,32
2024,8139,edwosb,2963982.08,9
2024,8139,hubzone,2740663.29,6
2024,8139,sdvosb,7247.97,4
2024,8139,vosb,58379.66,18
2024,8139,woman_owned,4049390.42,41
2024,8141,all,369542.26,18
2024,8141,small_business,24000.00,1
2024,8141,sdb,57925.00,2
2024,9211,all,113484401.42,972
2024,9211,small_business,1300078.37,31
2024,9211,sdb,456563.82,19
2024,9211,eight_a,137625.96,11
2024,9211,wosb,1523750.22,19
2024,9211,edwosb,-23634.96,2
2024,9211,hubzone,124727.08,2
2024,9211,sdvosb,1567513.75,15
2024,9211,vosb,1717796.74,19
2024,9211,woman_owned,1672060.53,26
2024,9221,all,446648244.37,1559
2024,9221,small_business,3053680.61,119
2024,9221,sdb,1962193.62,64
2024,9221,eight_a,48718.60,2
2024,9221,wosb,997476.27,42
2024,9221,edwosb,194051.94,7
2024,9221,hubzone,10104.51,2
2024,9221,sdvosb,975705.41,32
2024,9221,vosb,1050298.28,44
2024,9221,woman_owned,1188669.51,52
2024,9231,all,117893529.19,1094
2024,9231,small_business,710293.03,27
2024,9231,sdb,-277490.21,19
2024,9231,eight_a,16304.90,6
2024,9231,wosb,-110113.44,10
2024,9231,edwosb,-219717.97,6
2024,9231,sdvosb,-188087.04,5
2024,9231,vosb,-156274.52,8
2024,9231,woman_owned,-66882.75,17
2024,9241,all,17932785.03,173
2024,9241,small_business,793199.53,18
2024,9241,sdb,560121.53,12
2024,9241,eight_a,323709.53,8
2024,9241,wosb,47716.03,3
2024,9241,edwosb,47716.03,3
2024,9241,hubzone,70844.57,1
2024,9241,sdvosb,39370.00,1
2024,9241,vosb,55330.00,2
2024,9241,woman_owned,212716.03,6
2024,9251,all,672974.44,15
2024,9251,small_business,0.00,1
2024,9251,sdb,0.00,1
2024,9251,hubzone,195533.00,4
2024,9251,vosb,0.00,1
2024,9251,woman_owned,195533.00,4
2024,9261,all,79506611.22,473
2024,9261,small_business,473815.82,34
2024,9261,sdb,559304.82,18
2024,9261,eight_a,135646.29,6
2024,9261,wosb,3800.00,4
2024,9261,sdvosb,5065.00,1
2024,9261,vosb,183701.24,6
2024,9261,woman_owned,3800.00,4
2024,9271,all,141256100.89,160
2024,9271,small_business,77802669.70,75
2024,9271,sdb,28346542.06,27
2024,9271,eight_a,1800038.53,1
2024,9271,wosb,9678265.50,6
2024,9271,edwosb,1899126.00,1
2024,9271,sdvosb,13778839.33,11
2024,9271,vosb,13778839.33,11
2024,9271,woman_owned,9678265.50,6
2024,9281,all,55801242.94,668
2024,9281,small_business,2861468.39,156
2024,9281,sdb,76020.95,7
2024,9281,eight_a,-29515.24,1
2024,9281,wosb,125610.16,11
2024,9281,edwosb,-62395.14,1
2024,9281,sdvosb,-29515.24,1
2024,9281,vosb,1336642.45,23
2024,9281,woman_owned,465926.52,29
2025,,all,855594990.27,702
2025,,small_business,-68996.78,306
2025,,sdb,-25495.50,28
2025,,eight_a,-25495.50,27
2025,,hubzone,0.00,5
2025,,sdvosb,0.00,8
2025,,vosb,-25509.50,38
2025,,woman_owned,-3973.81,23
2025,1111,all,8674202.48,62
2025,1111,small_business,682946.87,25
2025,1111,sdb,69297.76,9
2025,1111,wosb,68546.25,9
2025,1111,edwosb,36686.14,3
2025,1111,sdvosb,7528508.61,2
2025,1111,vosb,7528508.61,2
2025,1111,woman_owned,67532.25,10
2025,1112,all,307264.03,17
2025,1112,small_business,0.00,1
2025,1112,wosb,18472.88,1
2025,1112,woman_owned,18472.88,1
2025,1113,all,23742.55,8
2025,1114,all,2661410.54,77
2025,1114,small_business,1551010.20,46
2025,1114,sdb,1449309.10,30
2025,1114,eight_a,117000.00,2
2025,1114,wosb,69598.74,6
2025,1114,hubzone,-0.29,1
2025,1114,sdvosb,208520.85,10
2025,1114,vosb,404830.60,14
2025,1114,woman_owned,147983.36,10
2025,1119,all,27033493.74,195
2025,1119,small_business,5587132.29,123
2025,1119,sdb,998489.28,75
2025,1119,wosb,2375996.33,33
2025,1119,sdvosb,1014105.85,16
2025,1119,vosb,1014105.85,16
2025,1119,woman_owned,2390396.33,36
2025,1121,all,1889797.98,81
2025,1121,small_business,457925.02,41
2025,1121,sdb,322029.89,26
2025,1121,wosb,-45728.31,8
2025,1121,vosb,43400.00,1
2025,1121,woman_owned,-45728.31,8
2025,1122,all,104940.46,14
2025,1122,small_business,15924.78,7
2025,1122,sdb,-14960.22,5
2025,1122,wosb,4670.00,3
2025,1122,woman_owned,4670.00,3
2025,1123,all,2994610.73,49
2025,1123,small_business,2961947.36,43
2025,1123,sdb,145460.72,10
2025,1123,wosb,17280.00,4
2025,1123,woman_owned,17280.00,4
2025,1124,all,1819370.12,83
2025,1124,small_business,1819370.12,83
2025,1124,sdb,57795.00,4
2025,1124,wosb,1574270.12,75
2025,1124,sdvosb,0.00,1
2025,1124,vosb,0.00,1
2025,1124,woman_owned,1634270.12,76
2025,1125,all,2766407.03,37
2025,1125,small_business,401873.96,17
2025,1125,sdb,44755.00,2
2025,1129,all,41408167.45,391
2025,1129,small_business,6268492.13,165
2025,1129,sdb,2808147.03,60
2025,1129,wosb,1246711.82,48
2025,1129,edwosb,248530.00,8
2025,1129,hubzone,120522.42,2
2025,1129,sdvosb,887575.00,17
2025,1129,vosb,1786725.00,42
2025,1129,woman_owned,1261911.82,54
2025,1131,all,31360.00,4
2025,1131,small_business,31360.00,2
2025,1131,vosb,31360.00,2
2025,1132,all,26248569.71,231
2025,1132,small_business,20931812.78,196
2025,1132,sdb,10459464.10,93
2025,1132,eight_a,783209.55,10
2025,1132,wosb,294380.00,2
2025,1132,edwosb,294380.00,2
2025,1132,hubzone,-61719.19,2
2025,1132,sdvosb,44450.00,2
2025,1132,vosb,891914.62,12
2025,1132,woman_owned,294380.00,2
2025,1133,all,3064746.19,47
2025,1133,small_business,2931126.59,42
2025,1133,sdb,598012.02,21
2025,1133,wosb,97940.00,3
2025,1133,hubzone,-3603.02,3
2025,1133,sdvosb,68815.66,3
2025,1133,vosb,68491.66,8
2025,1133,woman_owned,97940.00,3
2025,1141,all,14675432.66,479
2025,1141,small_business,8442705.81,357
2025,1141,sdb,1055661.94,46
2025,1141,wosb,2397634.29,25
2025,1141,edwosb,114245.54,6
2025,1141,hubzone,759308.00,7
2025,1141,sdvosb,541337.94,13
2025,1141,vosb,728292.94,28
2025,1141,woman_owned,2404895.57,29
2025,1142,all,1085455.74,43
2025,1142,small_business,947409.43,38
2025,1142,sdb,710968.50,8
2025,1142,eight_a,0.00,1
2025,1142,wosb,-2041.88,2
2025,1142,edwosb,-14500.00,1
2025,1142,sdvosb,692943.00,2
2025,1142,vosb,692943.00,3
2025,1142,woman_owned,4510.60,4
2025,1151,all,22372878.93,446
2025,1151,small_business,19096537.56,370
2025,1151,sdb,6146861.85,117
2025,1151,eight_a,42657.50,13
2025,1151,wosb,1121385.59,27
2025,1151,edwosb,185477.50,11
2025,1151,hubzone,120721.20,14
2025,1151,sdvosb,559104.44,28
2025,1151,vosb,1583186.68,45
2025,1151,woman_owned,1049169.59,28
2025,1152,all,64478357.86,379
2025,1152,small_business,50009153.10,347
2025,1152,sdb,20397960.99,93
2025,1152,eight_a,0.00,1
2025,1152,wosb,15640814.34,58
2025,1152,hubzone,0.00,1
2025,1152,sdvosb,5700409.75,16
2025,1152,vosb,6428206.92,23
2025,1152,woman_owned,19012522.08,69
2025,1153,all,1156980078.59,21402
2025,1153,small_business,1128437898.14,20940
2025,1153,sdb,486058549.42,9130
2025,1153,eight_a,31081106.24,403
2025,1153,wosb,146052743.76,3011
2025,1153,edwosb,37653329.18,590
2025,1153,hubzone,73120223.15,1237
2025,1153,sdvosb,66634760.95,1124
2025,1153,vosb,94374160.03,1927
2025,1153,woman_owned,163721809.41,3570
2025,2111,all,42029296.39,451
2025,2111,small_business,27545202.14,293
2025,2111,sdb,23784750.66,221
2025,2111,eight_a,2181822.95,5
2025,2111,wosb,14159698.00,148
